date,attribute,value,pipeline
2014-09-01 00:00:00,0-30,0.0,tetco
2014-09-02 00:00:00,0-30,0.0,tetco
2014-09-03 00:00:00,0-30,0.0,tetco
2014-09-04 00:00:00,0-30,0.0,tetco
2014-09-05 00:00:00,0-30,0.0,tetco
2014-09-06 00:00:00,0-30,0.0,tetco
2014-09-07 00:00:00,0-30,0.0,tetco
2014-09-08 00:00:00,0-30,0.0,tetco
2014-09-09 00:00:00,0-30,0.0,tetco
2014-09-10 00:00:00,0-30,0.0,tetco
2014-09-11 00:00:00,0-30,0.0,tetco
2014-09-12 00:00:00,0-30,0.0,tetco
2014-09-13 00:00:00,0-30,0.0,tetco
2014-09-14 00:00:00,0-30,0.0,tetco
2014-09-15 00:00:00,0-30,369.0,tetco
2014-09-16 00:00:00,0-30,2996.0,tetco
2014-09-17 00:00:00,0-30,2306.0,tetco
2014-09-18 00:00:00,0-30,5791.0,tetco
2014-09-19 00:00:00,0-30,4939.0,tetco
2014-09-20 00:00:00,0-30,5722.0,tetco
2014-09-21 00:00:00,0-30,0.0,tetco
2014-09-22 00:00:00,0-30,5011.0,tetco
2014-09-23 00:00:00,0-30,7003.0,tetco
2014-09-24 00:00:00,0-30,9266.0,tetco
2014-09-25 00:00:00,0-30,9582.0,tetco
2014-09-26 00:00:00,0-30,8550.0,tetco
2014-09-27 00:00:00,0-30,5105.0,tetco
2014-09-28 00:00:00,0-30,3727.0,tetco
2014-09-29 00:00:00,0-30,6326.0,tetco
2014-09-30 00:00:00,0-30,4932.0,tetco
2014-10-01 00:00:00,0-30,0.0,tetco
2014-10-02 00:00:00,0-30,0.0,tetco
2014-10-03 00:00:00,0-30,0.0,tetco
2014-10-04 00:00:00,0-30,0.0,tetco
2014-10-05 00:00:00,0-30,12294.0,tetco
2014-10-06 00:00:00,0-30,7056.0,tetco
2014-10-07 00:00:00,0-30,0.0,tetco
2014-10-08 00:00:00,0-30,0.0,tetco
2014-10-09 00:00:00,0-30,0.0,tetco
2014-10-10 00:00:00,0-30,10057.0,tetco
2014-10-11 00:00:00,0-30,16566.0,tetco
2014-10-12 00:00:00,0-30,13865.0,tetco
2014-10-13 00:00:00,0-30,3732.0,tetco
2014-10-14 00:00:00,0-30,260.0,tetco
2014-10-15 00:00:00,0-30,2314.0,tetco
2014-10-16 00:00:00,0-30,8839.0,tetco
2014-10-17 00:00:00,0-30,10671.0,tetco
2014-10-18 00:00:00,0-30,3422.0,tetco
2014-10-19 00:00:00,0-30,17048.0,tetco
2014-10-20 00:00:00,0-30,13229.0,tetco
2014-10-21 00:00:00,0-30,9008.0,tetco
2014-10-22 00:00:00,0-30,29343.0,tetco
2014-10-23 00:00:00,0-30,28879.0,tetco
2014-10-24 00:00:00,0-30,14727.0,tetco
2014-10-25 00:00:00,0-30,12607.0,tetco
2014-10-26 00:00:00,0-30,14780.0,tetco
2014-10-27 00:00:00,0-30,15416.0,tetco
2014-10-28 00:00:00,0-30,14617.0,tetco
2014-10-29 00:00:00,0-30,18725.0,tetco
2014-10-30 00:00:00,0-30,3213.0,tetco
2014-10-31 00:00:00,0-30,2297.0,tetco
2014-11-01 00:00:00,0-30,29395.0,tetco
2014-11-02 00:00:00,0-30,44796.0,tetco
2014-11-03 00:00:00,0-30,47698.0,tetco
2014-11-04 00:00:00,0-30,21197.0,tetco
2014-11-05 00:00:00,0-30,22556.0,tetco
2014-11-06 00:00:00,0-30,36425.0,tetco
2014-11-07 00:00:00,0-30,29531.0,tetco
2014-11-08 00:00:00,0-30,46512.0,tetco
2014-11-09 00:00:00,0-30,33921.0,tetco
2014-11-10 00:00:00,0-30,30418.0,tetco
2014-11-11 00:00:00,0-30,11705.0,tetco
2014-11-12 00:00:00,0-30,26093.0,tetco
2014-11-13 00:00:00,0-30,44192.0,tetco
2014-11-14 00:00:00,0-30,62544.0,tetco
