date,attribute,value,pipeline
2022-09-01 00:00:00,0-30,19361.0,tetco
2022-09-02 00:00:00,0-30,17394.0,tetco
2022-09-03 00:00:00,0-30,15207.0,tetco
2022-09-04 00:00:00,0-30,13655.0,tetco
2022-09-05 00:00:00,0-30,12810.0,tetco
2022-09-06 00:00:00,0-30,13559.0,tetco
2022-09-07 00:00:00,0-30,14028.0,tetco
2022-09-08 00:00:00,0-30,14002.0,tetco
2022-09-09 00:00:00,0-30,14569.0,tetco
2022-09-10 00:00:00,0-30,14081.0,tetco
2022-09-11 00:00:00,0-30,15637.0,tetco
2022-09-12 00:00:00,0-30,13384.0,tetco
2022-09-13 00:00:00,0-30,19523.0,tetco
2022-09-14 00:00:00,0-30,21523.0,tetco
2022-09-15 00:00:00,0-30,24116.0,tetco
2022-09-16 00:00:00,0-30,21100.0,tetco
2022-09-17 00:00:00,0-30,19490.0,tetco
2022-09-18 00:00:00,0-30,21327.0,tetco
2022-09-19 00:00:00,0-30,16318.0,tetco
2022-09-20 00:00:00,0-30,17637.0,tetco
2022-09-21 00:00:00,0-30,17735.0,tetco
2022-09-22 00:00:00,0-30,20578.0,tetco
2022-09-23 00:00:00,0-30,21241.0,tetco
2022-09-24 00:00:00,0-30,26082.0,tetco
2022-09-25 00:00:00,0-30,24246.0,tetco
2022-09-26 00:00:00,0-30,23520.0,tetco
2022-09-27 00:00:00,0-30,26835.0,tetco
2022-09-28 00:00:00,0-30,27674.0,tetco
2022-09-29 00:00:00,0-30,28134.0,tetco
2022-09-30 00:00:00,0-30,33847.0,tetco
2022-10-01 00:00:00,0-30,20930.0,tetco
2022-10-02 00:00:00,0-30,43962.0,tetco
2022-10-03 00:00:00,0-30,61909.0,tetco
2022-10-04 00:00:00,0-30,51091.0,tetco
2022-10-05 00:00:00,0-30,31441.0,tetco
2022-10-06 00:00:00,0-30,27999.0,tetco
2022-10-07 00:00:00,0-30,24975.0,tetco
2022-10-08 00:00:00,0-30,27644.0,tetco
2022-10-09 00:00:00,0-30,29060.0,tetco
2022-10-10 00:00:00,0-30,27844.0,tetco
2022-10-11 00:00:00,0-30,32528.0,tetco
2022-10-12 00:00:00,0-30,25113.0,tetco
2022-10-13 00:00:00,0-30,27523.0,tetco
2022-10-14 00:00:00,0-30,32281.0,tetco
2022-10-15 00:00:00,0-30,28285.0,tetco
2022-10-16 00:00:00,0-30,29417.0,tetco
2022-10-17 00:00:00,0-30,41880.0,tetco
2022-10-18 00:00:00,0-30,47027.0,tetco
2022-10-19 00:00:00,0-30,45545.0,tetco
2022-10-20 00:00:00,0-30,39287.0,tetco
2022-10-21 00:00:00,0-30,27801.0,tetco
2022-10-22 00:00:00,0-30,29541.0,tetco
2022-10-23 00:00:00,0-30,32763.0,tetco
2022-10-24 00:00:00,0-30,29846.0,tetco
2022-10-25 00:00:00,0-30,21868.0,tetco
2022-10-26 00:00:00,0-30,24782.0,tetco
2022-10-27 00:00:00,0-30,39797.0,tetco
2022-10-28 00:00:00,0-30,38733.0,tetco
2022-10-29 00:00:00,0-30,39706.0,tetco
2022-10-30 00:00:00,0-30,32680.0,tetco
2022-10-31 00:00:00,0-30,30374.0,tetco
2022-11-01 00:00:00,0-30,9287.0,tetco
2022-11-02 00:00:00,0-30,0.0,tetco
2022-11-03 00:00:00,0-30,0.0,tetco
2022-11-04 00:00:00,0-30,0.0,tetco
2022-11-05 00:00:00,0-30,3327.0,tetco
2022-11-06 00:00:00,0-30,0.0,tetco
2022-11-07 00:00:00,0-30,4007.0,tetco
2022-11-08 00:00:00,0-30,9440.0,tetco
2022-11-09 00:00:00,0-30,5772.0,tetco
2022-11-10 00:00:00,0-30,255.0,tetco
2022-11-11 00:00:00,0-30,21899.0,tetco
2022-11-12 00:00:00,0-30,28819.0,tetco
2022-11-13 00:00:00,0-30,36789.0,tetco
2022-11-14 00:00:00,0-30,50040.0,tetco
2022-11-15 00:00:00,0-30,41994.0,tetco
2022-11-16 00:00:00,0-30,43752.0,tetco
2022-11-17 00:00:00,0-30,56894.0,tetco
2022-11-18 00:00:00,0-30,66726.0,tetco
2022-11-19 00:00:00,0-30,57505.0,tetco
2022-11-20 00:00:00,0-30,68753.0,tetco
2022-11-21 00:00:00,0-30,65682.0,tetco
2022-11-22 00:00:00,0-30,46976.0,tetco
2022-11-23 00:00:00,0-30,44684.0,tetco
2022-11-24 00:00:00,0-30,51654.0,tetco
2022-11-25 00:00:00,0-30,45721.0,tetco
2022-11-26 00:00:00,0-30,36352.0,tetco
2022-11-27 00:00:00,0-30,42650.0,tetco
2022-11-28 00:00:00,0-30,49947.0,tetco
2022-11-29 00:00:00,0-30,39634.0,tetco
2022-11-30 00:00:00,0-30,54169.0,tetco
2022-12-01 00:00:00,0-30,68516.0,tetco
2022-12-02 00:00:00,0-30,45558.0,tetco
2022-12-03 00:00:00,0-30,36809.0,tetco
2022-12-04 00:00:00,0-30,47116.0,tetco
2022-12-05 00:00:00,0-30,48313.0,tetco
2022-12-06 00:00:00,0-30,36793.0,tetco
2022-12-07 00:00:00,0-30,47296.0,tetco
2022-12-08 00:00:00,0-30,53822.0,tetco
2022-12-09 00:00:00,0-30,56098.0,tetco
2022-12-10 00:00:00,0-30,52784.0,tetco
2022-12-11 00:00:00,0-30,48008.0,tetco
2022-12-12 00:00:00,0-30,66772.0,tetco
2022-12-13 00:00:00,0-30,72578.0,tetco
2022-12-14 00:00:00,0-30,67315.0,tetco
2022-12-15 00:00:00,0-30,42377.0,tetco
2022-12-16 00:00:00,0-30,41954.0,tetco
2022-12-17 00:00:00,0-30,52760.0,tetco
2022-12-18 00:00:00,0-30,70173.0,tetco
2022-12-19 00:00:00,0-30,71720.0,tetco
2022-12-20 00:00:00,0-30,70834.0,tetco
2022-12-21 00:00:00,0-30,64459.0,tetco
2022-12-22 00:00:00,0-30,49702.0,tetco
2022-12-23 00:00:00,0-30,95775.0,tetco
2022-12-24 00:00:00,0-30,90352.0,tetco
2022-12-25 00:00:00,0-30,84880.0,tetco
2022-12-26 00:00:00,0-30,83987.0,tetco
2022-12-27 00:00:00,0-30,77660.0,tetco
2022-12-28 00:00:00,0-30,53331.0,tetco
2022-12-29 00:00:00,0-30,53174.0,tetco
2022-12-30 00:00:00,0-30,36863.0,tetco
2022-12-31 00:00:00,0-30,47812.0,tetco
2023-01-01 00:00:00,0-30,47646.0,tetco
2023-01-02 00:00:00,0-30,32176.0,tetco
2023-01-03 00:00:00,0-30,46375.0,tetco
2023-01-04 00:00:00,0-30,36722.0,tetco
2023-01-05 00:00:00,0-30,49025.0,tetco
2023-01-06 00:00:00,0-30,64938.0,tetco
2023-01-07 00:00:00,0-30,72514.0,tetco
