date,attribute,value,pipeline
2008-09-01 00:00:00,0-30,0.0,tetco
2008-09-02 00:00:00,0-30,0.0,tetco
2008-09-03 00:00:00,0-30,0.0,tetco
2008-09-04 00:00:00,0-30,0.0,tetco
2008-09-05 00:00:00,0-30,0.0,tetco
2008-09-06 00:00:00,0-30,0.0,tetco
2008-09-07 00:00:00,0-30,0.0,tetco
2008-09-08 00:00:00,0-30,0.0,tetco
2008-09-09 00:00:00,0-30,0.0,tetco
2008-09-10 00:00:00,0-30,0.0,tetco
2008-09-11 00:00:00,0-30,0.0,tetco
2008-09-12 00:00:00,0-30,0.0,tetco
2008-09-13 00:00:00,0-30,0.0,tetco
2008-09-14 00:00:00,0-30,0.0,tetco
2008-09-15 00:00:00,0-30,0.0,tetco
2008-09-16 00:00:00,0-30,0.0,tetco
2008-09-17 00:00:00,0-30,0.0,tetco
2008-09-18 00:00:00,0-30,0.0,tetco
2008-09-19 00:00:00,0-30,0.0,tetco
2008-09-20 00:00:00,0-30,0.0,tetco
2008-09-21 00:00:00,0-30,0.0,tetco
2008-09-22 00:00:00,0-30,0.0,tetco
2008-09-23 00:00:00,0-30,0.0,tetco
2008-09-24 00:00:00,0-30,0.0,tetco
2008-09-25 00:00:00,0-30,0.0,tetco
2008-09-26 00:00:00,0-30,0.0,tetco
2008-09-27 00:00:00,0-30,0.0,tetco
2008-09-28 00:00:00,0-30,0.0,tetco
2008-09-29 00:00:00,0-30,0.0,tetco
2008-09-30 00:00:00,0-30,0.0,tetco
2008-10-01 00:00:00,0-30,0.0,tetco
2008-10-02 00:00:00,0-30,0.0,tetco
2008-10-03 00:00:00,0-30,0.0,tetco
2008-10-04 00:00:00,0-30,0.0,tetco
2008-10-05 00:00:00,0-30,0.0,tetco
2008-10-06 00:00:00,0-30,0.0,tetco
2008-10-07 00:00:00,0-30,0.0,tetco
2008-10-08 00:00:00,0-30,0.0,tetco
2008-10-09 00:00:00,0-30,0.0,tetco
2008-10-10 00:00:00,0-30,0.0,tetco
2008-10-11 00:00:00,0-30,0.0,tetco
2008-10-12 00:00:00,0-30,0.0,tetco
2008-10-13 00:00:00,0-30,0.0,tetco
2008-10-14 00:00:00,0-30,0.0,tetco
2008-10-15 00:00:00,0-30,0.0,tetco
2008-10-16 00:00:00,0-30,0.0,tetco
2008-10-17 00:00:00,0-30,0.0,tetco
2008-10-18 00:00:00,0-30,3701.0,tetco
2008-10-19 00:00:00,0-30,0.0,tetco
2008-10-20 00:00:00,0-30,0.0,tetco
2008-10-21 00:00:00,0-30,0.0,tetco
2008-10-22 00:00:00,0-30,7037.0,tetco
2008-10-23 00:00:00,0-30,20254.0,tetco
2008-10-24 00:00:00,0-30,21580.0,tetco
2008-10-25 00:00:00,0-30,2819.0,tetco
2008-10-26 00:00:00,0-30,181.0,tetco
2008-10-27 00:00:00,0-30,7060.0,tetco
2008-10-28 00:00:00,0-30,38553.0,tetco
2008-10-29 00:00:00,0-30,34939.0,tetco
2008-10-30 00:00:00,0-30,23654.0,tetco
2008-10-31 00:00:00,0-30,19508.0,tetco
2008-11-01 00:00:00,0-30,31328.0,tetco
