date,attribute,value,pipeline
2012-09-01 00:00:00,0-30,10958.0,tetco
2012-09-02 00:00:00,0-30,11650.0,tetco
2012-09-03 00:00:00,0-30,11678.0,tetco
2012-09-04 00:00:00,0-30,11184.0,tetco
2012-09-05 00:00:00,0-30,17184.0,tetco
2012-09-06 00:00:00,0-30,24371.0,tetco
2012-09-07 00:00:00,0-30,11277.0,tetco
2012-09-08 00:00:00,0-30,10718.0,tetco
2012-09-09 00:00:00,0-30,11425.0,tetco
2012-09-10 00:00:00,0-30,1844.0,tetco
2012-09-11 00:00:00,0-30,1463.0,tetco
2012-09-12 00:00:00,0-30,0.0,tetco
2012-09-13 00:00:00,0-30,0.0,tetco
2012-09-14 00:00:00,0-30,0.0,tetco
2012-09-15 00:00:00,0-30,0.0,tetco
2012-09-16 00:00:00,0-30,0.0,tetco
2012-09-17 00:00:00,0-30,0.0,tetco
2012-09-18 00:00:00,0-30,0.0,tetco
2012-09-19 00:00:00,0-30,0.0,tetco
2012-09-20 00:00:00,0-30,0.0,tetco
2012-09-21 00:00:00,0-30,0.0,tetco
2012-09-22 00:00:00,0-30,0.0,tetco
2012-09-23 00:00:00,0-30,0.0,tetco
2012-09-24 00:00:00,0-30,0.0,tetco
2012-09-25 00:00:00,0-30,0.0,tetco
2012-09-26 00:00:00,0-30,0.0,tetco
2012-09-27 00:00:00,0-30,0.0,tetco
2012-09-28 00:00:00,0-30,0.0,tetco
2012-09-29 00:00:00,0-30,0.0,tetco
2012-09-30 00:00:00,0-30,0.0,tetco
2012-10-01 00:00:00,0-30,0.0,tetco
2012-10-02 00:00:00,0-30,0.0,tetco
2012-10-03 00:00:00,0-30,0.0,tetco
2012-10-04 00:00:00,0-30,0.0,tetco
2012-10-05 00:00:00,0-30,0.0,tetco
2012-10-06 00:00:00,0-30,0.0,tetco
2012-10-07 00:00:00,0-30,0.0,tetco
2012-10-08 00:00:00,0-30,0.0,tetco
2012-10-09 00:00:00,0-30,0.0,tetco
2012-10-10 00:00:00,0-30,0.0,tetco
2012-10-11 00:00:00,0-30,0.0,tetco
2012-10-12 00:00:00,0-30,0.0,tetco
2012-10-13 00:00:00,0-30,0.0,tetco
2012-10-14 00:00:00,0-30,0.0,tetco
2012-10-15 00:00:00,0-30,0.0,tetco
2012-10-16 00:00:00,0-30,0.0,tetco
2012-10-17 00:00:00,0-30,0.0,tetco
2012-10-18 00:00:00,0-30,0.0,tetco
2012-10-19 00:00:00,0-30,0.0,tetco
2012-10-20 00:00:00,0-30,0.0,tetco
2012-10-21 00:00:00,0-30,0.0,tetco
2012-10-22 00:00:00,0-30,3346.0,tetco
2012-10-23 00:00:00,0-30,2002.0,tetco
2012-10-24 00:00:00,0-30,0.0,tetco
2012-10-25 00:00:00,0-30,4419.0,tetco
2012-10-26 00:00:00,0-30,53.0,tetco
2012-10-27 00:00:00,0-30,8164.0,tetco
2012-10-28 00:00:00,0-30,24600.0,tetco
2012-10-29 00:00:00,0-30,36811.0,tetco
2012-10-30 00:00:00,0-30,21630.0,tetco
2012-10-31 00:00:00,0-30,29557.0,tetco
2012-11-01 00:00:00,0-30,28584.0,tetco
2012-11-02 00:00:00,0-30,30181.0,tetco
2012-11-03 00:00:00,0-30,52450.0,tetco
2012-11-04 00:00:00,0-30,41534.0,tetco
2012-11-05 00:00:00,0-30,47555.0,tetco
2012-11-06 00:00:00,0-30,60185.0,tetco
2012-11-07 00:00:00,0-30,48607.0,tetco
2012-11-08 00:00:00,0-30,55372.0,tetco
2012-11-09 00:00:00,0-30,59894.0,tetco
2012-11-10 00:00:00,0-30,28566.0,tetco
2012-11-11 00:00:00,0-30,19511.0,tetco
2012-11-12 00:00:00,0-30,12668.0,tetco
2012-11-13 00:00:00,0-30,25448.0,tetco
2012-11-14 00:00:00,0-30,26044.0,tetco
2012-11-15 00:00:00,0-30,54728.0,tetco
2012-11-16 00:00:00,0-30,50937.0,tetco
2012-11-17 00:00:00,0-30,60787.0,tetco
2012-11-18 00:00:00,0-30,43453.0,tetco
2012-11-19 00:00:00,0-30,40865.0,tetco
2012-11-20 00:00:00,0-30,52852.0,tetco
2012-11-21 00:00:00,0-30,48886.0,tetco
2012-11-22 00:00:00,0-30,32029.0,tetco
2012-11-23 00:00:00,0-30,27240.0,tetco
2012-11-24 00:00:00,0-30,46995.0,tetco
2012-11-25 00:00:00,0-30,55815.0,tetco
2012-11-26 00:00:00,0-30,63908.0,tetco
2012-11-27 00:00:00,0-30,65168.0,tetco
2012-11-28 00:00:00,0-30,69690.0,tetco
2012-11-29 00:00:00,0-30,70555.0,tetco
2012-11-30 00:00:00,0-30,76598.0,tetco
2012-12-01 00:00:00,0-30,26264.0,tetco
2012-12-02 00:00:00,0-30,32773.0,tetco
2012-12-03 00:00:00,0-30,8306.0,tetco
2012-12-04 00:00:00,0-30,0.0,tetco
2012-12-05 00:00:00,0-30,47589.0,tetco
2012-12-06 00:00:00,0-30,64860.0,tetco
2012-12-07 00:00:00,0-30,59523.0,tetco
2012-12-08 00:00:00,0-30,48630.0,tetco
2012-12-09 00:00:00,0-30,51794.0,tetco
2012-12-10 00:00:00,0-30,38917.0,tetco
2012-12-11 00:00:00,0-30,67351.0,tetco
2012-12-12 00:00:00,0-30,54623.0,tetco
2012-12-13 00:00:00,0-30,51188.0,tetco
2012-12-14 00:00:00,0-30,51920.0,tetco
2012-12-15 00:00:00,0-30,49958.0,tetco
2012-12-16 00:00:00,0-30,29412.0,tetco
2012-12-17 00:00:00,0-30,28362.0,tetco
2012-12-18 00:00:00,0-30,35601.0,tetco
2012-12-19 00:00:00,0-30,40546.0,tetco
2012-12-20 00:00:00,0-30,33149.0,tetco
2012-12-21 00:00:00,0-30,40882.0,tetco
2012-12-22 00:00:00,0-30,59896.0,tetco
2012-12-23 00:00:00,0-30,52055.0,tetco
2012-12-24 00:00:00,0-30,57148.0,tetco
2012-12-25 00:00:00,0-30,66583.0,tetco
2012-12-26 00:00:00,0-30,67066.0,tetco
2012-12-27 00:00:00,0-30,82071.0,tetco
2012-12-28 00:00:00,0-30,91708.0,tetco
2012-12-29 00:00:00,0-30,93898.0,tetco
2012-12-30 00:00:00,0-30,89458.0,tetco
2012-12-31 00:00:00,0-30,77691.0,tetco
2013-01-01 00:00:00,0-30,66174.0,tetco
2013-01-02 00:00:00,0-30,77905.0,tetco
2013-01-03 00:00:00,0-30,80297.0,tetco
2013-01-04 00:00:00,0-30,64140.0,tetco
2013-01-05 00:00:00,0-30,61917.0,tetco
2013-01-06 00:00:00,0-30,70956.0,tetco
2013-01-07 00:00:00,0-30,68322.0,tetco
2013-01-08 00:00:00,0-30,62529.0,tetco
2013-01-09 00:00:00,0-30,59099.0,tetco
2013-01-10 00:00:00,0-30,54061.0,tetco
2013-01-11 00:00:00,0-30,49791.0,tetco
2013-01-12 00:00:00,0-30,48496.0,tetco
2013-01-13 00:00:00,0-30,43844.0,tetco
2013-01-14 00:00:00,0-30,41662.0,tetco
2013-01-15 00:00:00,0-30,70601.0,tetco
2013-01-16 00:00:00,0-30,66441.0,tetco
2013-01-17 00:00:00,0-30,70569.0,tetco
2013-01-18 00:00:00,0-30,88825.0,tetco
2013-01-19 00:00:00,0-30,73067.0,tetco
2013-01-20 00:00:00,0-30,68676.0,tetco
2013-01-21 00:00:00,0-30,92935.0,tetco
2013-01-22 00:00:00,0-30,115869.0,tetco
2013-01-23 00:00:00,0-30,114862.0,tetco
2013-01-24 00:00:00,0-30,114006.0,tetco
2013-01-25 00:00:00,0-30,110165.0,tetco
2013-01-26 00:00:00,0-30,101306.0,tetco
2013-01-27 00:00:00,0-30,94193.0,tetco
2013-01-28 00:00:00,0-30,82594.0,tetco
2013-01-29 00:00:00,0-30,55434.0,tetco
2013-01-30 00:00:00,0-30,28346.0,tetco
2013-01-31 00:00:00,0-30,74142.0,tetco
2013-02-01 00:00:00,0-30,97792.0,tetco
2013-02-02 00:00:00,0-30,96355.0,tetco
2013-02-03 00:00:00,0-30,91038.0,tetco
2013-02-04 00:00:00,0-30,91770.0,tetco
2013-02-05 00:00:00,0-30,82772.0,tetco
2013-02-06 00:00:00,0-30,80402.0,tetco
2013-02-07 00:00:00,0-30,77808.0,tetco
2013-02-08 00:00:00,0-30,84844.0,tetco
2013-02-09 00:00:00,0-30,95572.0,tetco
